fromGeneId	fromSymbol	toGeneId	toSymbol	best	bestReverse	methodCount	totalMethodCount
HGNC:2538	CTSV	ZFIN:ZDB-GENE-030131-106	ctsla	Yes	No	8	10
HGNC:2538	CTSV	ZFIN:ZDB-GENE-980526-285	ctslb	Yes	No	8	10
HGNC:2538	CTSV	ZFIN:ZDB-GENE-041010-76	ctsll	Yes	Yes	8	10
HGNC:2538	CTSV	ZFIN:ZDB-GENE-121214-52	si:dkey-239j18.2	Yes	Yes	8	10
HGNC:2538	CTSV	ZFIN:ZDB-GENE-121214-39	si:dkey-239j18.3	Yes	Yes	8	10
HGNC:2538	CTSV	ZFIN:ZDB-GENE-121214-37	si:dkey-269i1.4	Yes	Yes	8	10
HGNC:2538	CTSV	ZFIN:ZDB-GENE-080215-7	zgc:174153	Yes	Yes	8	10
HGNC:2538	CTSV	ZFIN:ZDB-GENE-071004-116	zgc:174154	Yes	Yes	8	10
HGNC:2538	CTSV	ZFIN:ZDB-GENE-071004-74	zgc:174855	No	Yes	7	10
HGNC:2547	CTSZ	ZFIN:ZDB-GENE-041010-139	ctsz	Yes	Yes	10	10
HGNC:3338	CTTN	ZFIN:ZDB-GENE-040715-3	cttn	Yes	Yes	10	10
HGNC:15679	CTTNBP2	ZFIN:ZDB-GENE-030131-8134	cttnbp2	Yes	Yes	9	10
HGNC:25330	CTTNBP2NL	ZFIN:ZDB-GENE-140106-51	cttnbp2nla	Yes_Adjusted	Yes	6	10
HGNC:25330	CTTNBP2NL	ZFIN:ZDB-GENE-040724-65	cttnbp2nlb	Yes	Yes	9	10
HGNC:29590	CTU1	ZFIN:ZDB-GENE-040426-704	ctu1	Yes	Yes	10	10
HGNC:28005	CTU2	ZFIN:ZDB-GENE-040801-79	ctu2	Yes	Yes	10	10
HGNC:31109	CTXN2	ZFIN:ZDB-GENE-030131-7805	ctxn2	Yes	Yes	8	10
HGNC:2548	CUBN	ZFIN:ZDB-GENE-060228-6	cubn	Yes	Yes	9	10
HGNC:31350	CUEDC1	ZFIN:ZDB-GENE-061027-344	cuedc1a	Yes_Adjusted	Yes	5	10
HGNC:31350	CUEDC1	ZFIN:ZDB-GENE-070424-29	cuedc1b	Yes	Yes	10	10
HGNC:28352	CUEDC2	ZFIN:ZDB-GENE-030131-6283	cuedc2	Yes	Yes	10	10
HGNC:2551	CUL1	ZFIN:ZDB-GENE-030131-2603	cul1a	Yes	Yes	10	10
HGNC:2551	CUL1	ZFIN:ZDB-GENE-040426-2887	cul1b	Yes_Adjusted	Yes	6	10
HGNC:2552	CUL2	ZFIN:ZDB-GENE-030131-8032	cul2	Yes	Yes	10	10
HGNC:2553	CUL3	ZFIN:ZDB-GENE-030131-3376	cul3a	No	Yes	5	10
HGNC:2553	CUL3	ZFIN:ZDB-GENE-081007-1	cul3b	Yes	Yes	10	10
HGNC:2554	CUL4A	ZFIN:ZDB-GENE-040426-1357	cul4a	Yes	Yes	5	10
HGNC:2555	CUL4B	ZFIN:ZDB-GENE-041008-208	cul4b	Yes	Yes	10	10
HGNC:2556	CUL5	ZFIN:ZDB-GENE-030131-5426	cul5a	Yes	Yes	10	10
HGNC:2556	CUL5	ZFIN:ZDB-GENE-091113-45	cul5b	Yes_Adjusted	Yes	5	10
HGNC:21101	CUTA	ZFIN:ZDB-GENE-040426-1320	zgc:63972	Yes	Yes	3	10
HGNC:24271	CUTC	ZFIN:ZDB-GENE-041010-144	cutc	Yes	Yes	10	10
HGNC:2557	CUX1	ZFIN:ZDB-GENE-030131-5868	cux1a	Yes	Yes	10	10
HGNC:2557	CUX1	ZFIN:ZDB-GENE-040801-260	cux1b	No	Yes	1	10
HGNC:19347	CUX2	ZFIN:ZDB-GENE-031204-9	cux2a	No	Yes	1	10
HGNC:19347	CUX2	ZFIN:ZDB-GENE-081104-176	cux2b	Yes	Yes	10	10
HGNC:17937	CUZD1	ZFIN:ZDB-GENE-131122-16	cuzd1.1	Yes	Yes	7	10
HGNC:17937	CUZD1	ZFIN:ZDB-GENE-131119-30	cuzd1.2	No	Yes	6	10
HGNC:26939	CWC15	ZFIN:ZDB-GENE-040625-10	cwc15	Yes	Yes	10	10
HGNC:29322	CWC22	ZFIN:ZDB-GENE-060929-452	cwc22	Yes	Yes	10	10
HGNC:25989	CWC25	ZFIN:ZDB-GENE-040426-2817	cwc25	Yes	Yes	10	10
HGNC:10664	CWC27	ZFIN:ZDB-GENE-040426-1118	cwc27	Yes	Yes	10	10
HGNC:25613	CWF19L1	ZFIN:ZDB-GENE-031204-5	cwf19l1	Yes	Yes	10	10
HGNC:26508	CWF19L2	ZFIN:ZDB-GENE-050913-1	cwf19l2	Yes	Yes	10	10
HGNC:10647	CX3CL1	ZFIN:ZDB-GENE-041014-320	ccl38.1	Yes	Yes	2	10
HGNC:10647	CX3CL1	ZFIN:ZDB-GENE-041014-165	ccl38.6	Yes	Yes	2	10
HGNC:10647	CX3CL1	ZFIN:ZDB-GENE-110411-218	ccl38a.3	Yes	Yes	2	10
HGNC:10647	CX3CL1	ZFIN:ZDB-GENE-041014-163	ccl38a.4	Yes	Yes	2	10
HGNC:10647	CX3CL1	ZFIN:ZDB-GENE-041014-167	ccl38a.5	Yes	Yes	2	10
HGNC:2558	CX3CR1	ZFIN:ZDB-GENE-151216-1	ccr2	Yes	No	2	10
HGNC:2559	CXADR	ZFIN:ZDB-GENE-020814-2	cxadr	Yes	Yes	10	10
HGNC:4602	CXCL1	ZFIN:ZDB-GENE-081104-317	cxcl8a	Yes	No	5	10
HGNC:10637	CXCL10	ZFIN:ZDB-GENE-090303-2	cxcl11.4	Yes	No	3	10
HGNC:10637	CXCL10	ZFIN:ZDB-GENE-060526-319	cxcl11.8	Yes	No	3	10
HGNC:10638	CXCL11	ZFIN:ZDB-GENE-070907-2	cxcl11.1	Yes	Yes	8	10
HGNC:10638	CXCL11	ZFIN:ZDB-GENE-090303-5	cxcl11.3	No	Yes	6	10
HGNC:10638	CXCL11	ZFIN:ZDB-GENE-090303-2	cxcl11.4	No	Yes	7	10
HGNC:10638	CXCL11	ZFIN:ZDB-GENE-060526-77	cxcl11.5	No	Yes	3	10
HGNC:10638	CXCL11	ZFIN:ZDB-GENE-060526-78	cxcl11.6	No	Yes	6	10
HGNC:10638	CXCL11	ZFIN:ZDB-GENE-060526-79	cxcl11.7	No	Yes	1	10
HGNC:10638	CXCL11	ZFIN:ZDB-GENE-060526-319	cxcl11.8	No	Yes	4	10
HGNC:10672	CXCL12	ZFIN:ZDB-GENE-030318-1	cxcl12a	Yes	Yes	10	10
HGNC:10672	CXCL12	ZFIN:ZDB-GENE-030721-1	cxcl12b	Yes	Yes	10	10
HGNC:10640	CXCL14	ZFIN:ZDB-GENE-000619-1	cxcl14	Yes	Yes	10	10
HGNC:4603	CXCL2	ZFIN:ZDB-GENE-081104-317	cxcl8a	Yes	Yes	6	10
HGNC:4604	CXCL3	ZFIN:ZDB-GENE-081104-317	cxcl8a	Yes	No	5	10
HGNC:10642	CXCL5	ZFIN:ZDB-GENE-081104-317	cxcl8a	Yes	No	3	10
HGNC:6025	CXCL8	ZFIN:ZDB-GENE-081104-317	cxcl8a	Yes	No	4	10
HGNC:6025	CXCL8	ZFIN:ZDB-GENE-101026-3	cxcl8b.1	Yes	Yes	4	10
HGNC:6025	CXCL8	ZFIN:ZDB-GENE-111004-1	cxcl8b.3	No	Yes	3	10
HGNC:6026	CXCR1	ZFIN:ZDB-GENE-100414-1	cxcr2	Yes	No	9	10
HGNC:6027	CXCR2	ZFIN:ZDB-GENE-100414-1	cxcr2	Yes	Yes	10	10
HGNC:4540	CXCR3	ZFIN:ZDB-GENE-060130-38	cxcr3.1	Yes	Yes	7	10
HGNC:4540	CXCR3	ZFIN:ZDB-GENE-041114-186	cxcr3.2	No	Yes	3	10
HGNC:4540	CXCR3	ZFIN:ZDB-GENE-100922-34	cxcr3.3	No	Yes	4	10
HGNC:2561	CXCR4	ZFIN:ZDB-GENE-020102-1	cxcr4a	Yes	Yes	9	10
HGNC:2561	CXCR4	ZFIN:ZDB-GENE-010614-1	cxcr4b	No	Yes	8	10
HGNC:28589	CXorf38	ZFIN:ZDB-GENE-131119-65	si:ch211-91p5.3	Yes	Yes	3	10
HGNC:26356	CXorf58	ZFIN:ZDB-GENE-110214-2	gb:ee300746	Yes	Yes	1	10
HGNC:33713	CXorf65	ZFIN:ZDB-GENE-110228-3	si:ch211-191o15.6	Yes	Yes	10	10
HGNC:24343	CXXC1	ZFIN:ZDB-GENE-040426-1142	cxxc1a	Yes	Yes	10	10
HGNC:24343	CXXC1	ZFIN:ZDB-GENE-030728-4	cxxc1b	No	Yes	9	10
HGNC:24593	CXXC4	ZFIN:ZDB-GENE-090313-179	cxxc4	Yes	Yes	9	10
HGNC:26943	CXXC5	ZFIN:ZDB-GENE-030131-3178	cxxc5a	Yes	Yes	10	10
HGNC:26943	CXXC5	ZFIN:ZDB-GENE-130225-1	cxxc5b	Yes_Adjusted	Yes	6	10
HGNC:2571	CYB561	ZFIN:ZDB-GENE-070713-3	cyb561	Yes	Yes	10	10
HGNC:23014	CYB561A3	ZFIN:ZDB-GENE-060526-374	cyb561a3a	Yes	Yes	10	10
HGNC:23014	CYB561A3	ZFIN:ZDB-GENE-091204-222	cyb561a3b	Yes_Adjusted	Yes	6	10
HGNC:26804	CYB561D1	ZFIN:ZDB-GENE-040912-157	cyb561d1	Yes	Yes	10	10
HGNC:30253	CYB561D2	ZFIN:ZDB-GENE-041010-205	cyb561d2	Yes	Yes	10	10
HGNC:2570	CYB5A	ZFIN:ZDB-GENE-040426-2148	cyb5a	Yes	Yes	10	10
HGNC:24374	CYB5B	ZFIN:ZDB-GENE-040426-2614	cyb5b	Yes	Yes	4	10
HGNC:26516	CYB5D1	ZFIN:ZDB-GENE-050417-173	cyb5d1	Yes	Yes	10	10
HGNC:28471	CYB5D2	ZFIN:ZDB-GENE-050506-83	cyb5d2	Yes	Yes	10	10
HGNC:13397	CYB5R1	ZFIN:ZDB-GENE-030131-8497	cyb5r1	Yes	Yes	7	10
HGNC:24376	CYB5R2	ZFIN:ZDB-GENE-060825-83	cyb5r2	Yes	Yes	6	10
HGNC:2873	CYB5R3	ZFIN:ZDB-GENE-030131-3281	cyb5r3	Yes	Yes	9	10
HGNC:20147	CYB5R4	ZFIN:ZDB-GENE-050522-225	cyb5r4	Yes	Yes	10	10
HGNC:2577	CYBA	ZFIN:ZDB-GENE-040426-1526	cyba	Yes	Yes	10	10
HGNC:2578	CYBB	ZFIN:ZDB-GENE-040426-1380	cybb	Yes	Yes	10	10
HGNC:28672	CYBC1	ZFIN:ZDB-GENE-040718-418	cybc1	Yes	Yes	10	10
HGNC:20797	CYBRD1	ZFIN:ZDB-GENE-050522-365	cybrd1	Yes	Yes	9	10
HGNC:2579	CYC1	ZFIN:ZDB-GENE-031105-2	cyc1	Yes	Yes	10	10
HGNC:19986	CYCS	ZFIN:ZDB-GENE-060503-627	cycsa	No	Yes	1	10
HGNC:19986	CYCS	ZFIN:ZDB-GENE-040625-38	cycsb	Yes	Yes	8	10
HGNC:13759	CYFIP1	ZFIN:ZDB-GENE-030131-8557	cyfip1	Yes	Yes	10	10
HGNC:13760	CYFIP2	ZFIN:ZDB-GENE-080724-2	cyfip2	Yes	Yes	10	10
HGNC:16505	CYGB	ZFIN:ZDB-GENE-020513-1	cygb1	Yes_Adjusted	Yes	4	10
HGNC:16505	CYGB	ZFIN:ZDB-GENE-060920-1	cygb2	Yes	Yes	10	10
HGNC:2584	CYLD	ZFIN:ZDB-GENE-061108-2	cylda	Yes	Yes	10	10
HGNC:2584	CYLD	ZFIN:ZDB-GENE-100208-1	cyldb	Yes_Adjusted	Yes	2	10
HGNC:2590	CYP11A1	ZFIN:ZDB-GENE-010306-1	cyp11a1.1	Yes	Yes	10	10
HGNC:2590	CYP11A1	ZFIN:ZDB-GENE-130911-1	cyp11a1.2	Yes	Yes	10	10
HGNC:2591	CYP11B1	ZFIN:ZDB-GENE-070828-1	cyp11c1	Yes	Yes	6	10
HGNC:2592	CYP11B2	ZFIN:ZDB-GENE-070828-1	cyp11c1	Yes	Yes	6	10
HGNC:2593	CYP17A1	ZFIN:ZDB-GENE-040213-2	cyp17a1	Yes	Yes	10	10
HGNC:2593	CYP17A1	ZFIN:ZDB-GENE-100822-1	cyp17a2	No	Yes	4	10
HGNC:2594	CYP19A1	ZFIN:ZDB-GENE-990415-43	cyp19a1a	Yes	Yes	10	10
HGNC:2594	CYP19A1	ZFIN:ZDB-GENE-001103-4	cyp19a1b	No	Yes	1	10
HGNC:2595	CYP1A1	ZFIN:ZDB-GENE-011219-1	cyp1a	Yes	Yes	9	10
HGNC:2596	CYP1A2	ZFIN:ZDB-GENE-011219-1	cyp1a	Yes	Yes	9	10
HGNC:2597	CYP1B1	ZFIN:ZDB-GENE-030902-1	cyp1b1	Yes	Yes	10	10
HGNC:20576	CYP20A1	ZFIN:ZDB-GENE-040426-2646	cyp20a1	Yes	Yes	10	10
HGNC:2600	CYP21A2	ZFIN:ZDB-GENE-070103-6	cyp21a2	Yes	Yes	10	10
HGNC:2602	CYP24A1	ZFIN:ZDB-GENE-060825-1	cyp24a1	Yes	Yes	10	10
HGNC:2603	CYP26A1	ZFIN:ZDB-GENE-990415-44	cyp26a1	Yes	Yes	10	10
HGNC:20581	CYP26B1	ZFIN:ZDB-GENE-030131-2908	cyp26b1	Yes	Yes	9	10
HGNC:20577	CYP26C1	ZFIN:ZDB-GENE-050714-2	cyp26c1	Yes	Yes	6	10
HGNC:2605	CYP27A1	ZFIN:ZDB-GENE-081104-519	cyp27a1.1	Yes	Yes	9	10
HGNC:2605	CYP27A1	ZFIN:ZDB-GENE-081104-511	cyp27a1.2	Yes	Yes	9	10
HGNC:2605	CYP27A1	ZFIN:ZDB-GENE-030131-1060	cyp27a1.4	Yes	Yes	9	10
HGNC:2605	CYP27A1	ZFIN:ZDB-GENE-081105-124	cyp27a3	No	Yes	4	10
HGNC:2605	CYP27A1	ZFIN:ZDB-GENE-060616-143	zgc:136333	Yes	Yes	9	10
HGNC:2606	CYP27B1	ZFIN:ZDB-GENE-111005-2	cyp27b1	Yes	Yes	10	10
HGNC:33480	CYP27C1	ZFIN:ZDB-GENE-080204-68	cyp27c1	Yes	Yes	10	10
HGNC:2608	CYP2A13	ZFIN:ZDB-GENE-050522-490	cyp2y3	Yes	Yes	8	10
HGNC:2610	CYP2A6	ZFIN:ZDB-GENE-050522-490	cyp2y3	Yes	No	6	10
HGNC:2611	CYP2A7	ZFIN:ZDB-GENE-050522-490	cyp2y3	Yes	No	6	10
HGNC:2615	CYP2B6	ZFIN:ZDB-GENE-050522-490	cyp2y3	Yes	No	4	10
HGNC:2620	CYP2C18	ZFIN:ZDB-GENE-050522-490	cyp2y3	Yes	No	6	10
HGNC:2621	CYP2C19	ZFIN:ZDB-GENE-050522-490	cyp2y3	Yes	No	6	10
HGNC:2622	CYP2C8	ZFIN:ZDB-GENE-050522-490	cyp2y3	Yes	No	6	10
HGNC:2623	CYP2C9	ZFIN:ZDB-GENE-050522-490	cyp2y3	Yes	No	6	10
HGNC:2631	CYP2E1	ZFIN:ZDB-GENE-050522-490	cyp2y3	Yes	No	6	10
HGNC:2632	CYP2F1	ZFIN:ZDB-GENE-050522-490	cyp2y3	Yes	No	5	10
HGNC:2634	CYP2J2	ZFIN:ZDB-GENE-020812-2	cyp2ad2	No	Yes	4	10
HGNC:2634	CYP2J2	ZFIN:ZDB-GENE-041001-156	cyp2ad3	No	Yes	4	10
HGNC:2634	CYP2J2	ZFIN:ZDB-GENE-041001-157	cyp2ad6	No	Yes	3	10
HGNC:2634	CYP2J2	ZFIN:ZDB-GENE-090312-107	cyp2ae1	No	Yes	4	10
HGNC:2634	CYP2J2	ZFIN:ZDB-GENE-041210-324	cyp2j20	Yes	Yes	8	10
HGNC:2634	CYP2J2	ZFIN:ZDB-GENE-041001-158	cyp2n13	No	Yes	6	10
HGNC:2634	CYP2J2	ZFIN:ZDB-GENE-040120-1	cyp2p10	Yes	Yes	8	10
HGNC:2634	CYP2J2	ZFIN:ZDB-GENE-040426-790	cyp2p6	Yes	Yes	8	10
HGNC:2634	CYP2J2	ZFIN:ZDB-GENE-041001-155	cyp2p7	Yes	Yes	8	10
HGNC:2634	CYP2J2	ZFIN:ZDB-GENE-061030-1	cyp2p8	Yes	Yes	8	10
HGNC:2634	CYP2J2	ZFIN:ZDB-GENE-040120-2	cyp2p9	Yes	Yes	8	10
HGNC:2634	CYP2J2	ZFIN:ZDB-GENE-040912-139	cyp2v1	No	Yes	4	10
HGNC:20580	CYP2R1	ZFIN:ZDB-GENE-110114-1	cyp2r1	Yes	Yes	10	10
HGNC:15654	CYP2S1	ZFIN:ZDB-GENE-050522-490	cyp2y3	Yes	No	3	10
HGNC:20582	CYP2U1	ZFIN:ZDB-GENE-070730-1	cyp2u1	Yes	Yes	10	10
HGNC:20243	CYP2W1	ZFIN:ZDB-GENE-041010-37	cyp2k16	No	Yes	3	10
HGNC:20243	CYP2W1	ZFIN:ZDB-GENE-070424-41	cyp2k17	No	Yes	3	10
HGNC:20243	CYP2W1	ZFIN:ZDB-GENE-040426-1584	cyp2k18	Yes	Yes	4	10
HGNC:20243	CYP2W1	ZFIN:ZDB-GENE-091211-1	cyp2k19	No	Yes	3	10
HGNC:20243	CYP2W1	ZFIN:ZDB-GENE-040426-822	cyp2k22	No	Yes	3	10
HGNC:20243	CYP2W1	ZFIN:ZDB-GENE-040426-1571	cyp2k6	No	Yes	3	10
HGNC:20243	CYP2W1	ZFIN:ZDB-GENE-080721-19	cyp2k8	No	Yes	3	10
HGNC:17449	CYP39A1	ZFIN:ZDB-GENE-041014-339	cyp39a1	Yes	Yes	10	10
HGNC:2637	CYP3A4	ZFIN:ZDB-GENE-050604-1	cyp3a65	Yes	No	7	10
HGNC:2637	CYP3A4	ZFIN:ZDB-GENE-030131-3060	cyp3c1	No	Yes	3	10
HGNC:17450	CYP3A43	ZFIN:ZDB-GENE-050604-1	cyp3a65	Yes	Yes	8	10
HGNC:17450	CYP3A43	ZFIN:ZDB-GENE-030131-3060	cyp3c1	No	Yes	3	10
HGNC:17450	CYP3A43	ZFIN:ZDB-GENE-041114-102	cyp3c3	No	Yes	4	10
HGNC:17450	CYP3A43	ZFIN:ZDB-GENE-060929-96	cyp3c4	No	Yes	3	10
HGNC:2638	CYP3A5	ZFIN:ZDB-GENE-050604-1	cyp3a65	Yes	Yes	8	10
HGNC:2638	CYP3A5	ZFIN:ZDB-GENE-030131-3060	cyp3c1	No	Yes	3	10
HGNC:2638	CYP3A5	ZFIN:ZDB-GENE-041114-102	cyp3c3	No	Yes	4	10
HGNC:2638	CYP3A5	ZFIN:ZDB-GENE-060929-96	cyp3c4	No	Yes	3	10
HGNC:2640	CYP3A7	ZFIN:ZDB-GENE-050604-1	cyp3a65	Yes	Yes	8	10
HGNC:2640	CYP3A7	ZFIN:ZDB-GENE-030131-3060	cyp3c1	No	Yes	3	10
HGNC:2640	CYP3A7	ZFIN:ZDB-GENE-041114-102	cyp3c3	No	Yes	4	10
HGNC:2640	CYP3A7	ZFIN:ZDB-GENE-060929-96	cyp3c4	No	Yes	3	10
HGNC:51504	CYP3A7-CYP3A51P	ZFIN:ZDB-GENE-050604-1	cyp3a65	Yes	Yes	8	10
HGNC:51504	CYP3A7-CYP3A51P	ZFIN:ZDB-GENE-030131-3060	cyp3c1	No	Yes	3	10
HGNC:51504	CYP3A7-CYP3A51P	ZFIN:ZDB-GENE-041114-102	cyp3c3	No	Yes	4	10
HGNC:51504	CYP3A7-CYP3A51P	ZFIN:ZDB-GENE-060929-96	cyp3c4	No	Yes	3	10
HGNC:2641	CYP46A1	ZFIN:ZDB-GENE-050522-464	cyp46a1.1	No	Yes	1	10
HGNC:2641	CYP46A1	ZFIN:ZDB-GENE-040426-1184	cyp46a1.2	Yes	Yes	8	10
HGNC:2641	CYP46A1	ZFIN:ZDB-GENE-060519-40	cyp46a1.3	Yes	Yes	8	10
HGNC:2641	CYP46A1	ZFIN:ZDB-GENE-040426-1224	cyp46a1.4	Yes	Yes	8	10
HGNC:2641	CYP46A1	ZFIN:ZDB-GENE-051120-33	cyp46a1.5	No	Yes	7	10
HGNC:2642	CYP4A11	ZFIN:ZDB-GENE-031219-3	cyp4t8	Yes	No	5	10
HGNC:20575	CYP4A22	ZFIN:ZDB-GENE-031219-3	cyp4t8	Yes	No	4	10
HGNC:2644	CYP4B1	ZFIN:ZDB-GENE-031219-3	cyp4t8	Yes	Yes	9	10
HGNC:13265	CYP4F11	ZFIN:ZDB-GENE-070410-108	cyp4f3	Yes	No	3	10
HGNC:18857	CYP4F12	ZFIN:ZDB-GENE-070410-108	cyp4f3	Yes	No	3	10
HGNC:2645	CYP4F2	ZFIN:ZDB-GENE-070410-108	cyp4f3	Yes	No	3	10
HGNC:26820	CYP4F22	ZFIN:ZDB-GENE-070410-108	cyp4f3	Yes	No	3	10
HGNC:2646	CYP4F3	ZFIN:ZDB-GENE-070410-108	cyp4f3	Yes	Yes	4	10
HGNC:2648	CYP4F8	ZFIN:ZDB-GENE-070410-108	cyp4f3	Yes	No	3	10
HGNC:23198	CYP4V2	ZFIN:ZDB-GENE-061103-601	cyp4v2a	Yes	Yes	10	10
HGNC:23198	CYP4V2	ZFIN:ZDB-GENE-061103-88	cyp4v2b	No	Yes	9	10
HGNC:20244	CYP4X1	ZFIN:ZDB-GENE-031219-3	cyp4t8	Yes	No	4	10
HGNC:20583	CYP4Z1	ZFIN:ZDB-GENE-031219-3	cyp4t8	Yes	No	5	10
HGNC:24426	CYP4Z2P	ZFIN:ZDB-GENE-031219-3	cyp4t8	Yes	No	4	10
HGNC:2649	CYP51A1	ZFIN:ZDB-GENE-040625-2	cyp51	Yes	Yes	10	10
HGNC:2651	CYP7A1	ZFIN:ZDB-GENE-040426-1296	cyp7a1	Yes	Yes	10	10
HGNC:2651	CYP7A1	ZFIN:ZDB-GENE-100914-1	cyp7a1b	Yes_Adjusted	Yes	2	10
HGNC:2652	CYP7B1	ZFIN:ZDB-GENE-070912-293	cyp7b1	Yes	Yes	10	10
HGNC:2653	CYP8B1	ZFIN:ZDB-GENE-040808-53	cyp8b1.1	Yes	Yes	9	10
HGNC:2653	CYP8B1	ZFIN:ZDB-GENE-080212-9	cyp8b1.2	Yes	Yes	9	10
HGNC:2653	CYP8B1	ZFIN:ZDB-GENE-040912-153	cyp8b1.3	Yes	Yes	9	10
HGNC:22432	CYREN	ZFIN:ZDB-GENE-141212-148	si:ch211-127m7.2	Yes	Yes	2	10
HGNC:25373	CYRIA	ZFIN:ZDB-GENE-031002-50	fam49a	Yes	Yes	10	10
HGNC:25216	CYRIB	ZFIN:ZDB-GENE-030131-9537	fam49ba	No	Yes	3	10
HGNC:25216	CYRIB	ZFIN:ZDB-GENE-040426-2590	fam49bb	Yes	Yes	9	10
HGNC:17451	CYSLTR1	ZFIN:ZDB-GENE-050522-250	cysltr1	Yes	Yes	10	10
HGNC:18274	CYSLTR2	ZFIN:ZDB-GENE-071016-1	cysltr2a	Yes	Yes	1	10
HGNC:18274	CYSLTR2	ZFIN:ZDB-GENE-071016-2	cysltr2b	Yes	Yes	1	10
HGNC:30239	CYSTM1	ZFIN:ZDB-GENE-091118-113	si:ch211-160j14.2	Yes	Yes	6	10
HGNC:30239	CYSTM1	ZFIN:ZDB-GENE-070615-27	zgc:165573	No	Yes	5	10
HGNC:9501	CYTH1	ZFIN:ZDB-GENE-030131-657	cyth1a	Yes	Yes	10	10
HGNC:9501	CYTH1	ZFIN:ZDB-GENE-030131-4311	cyth1b	No	Yes	9	10
HGNC:9502	CYTH2	ZFIN:ZDB-GENE-100921-55	cyth2	Yes	Yes	10	10
HGNC:9504	CYTH3	ZFIN:ZDB-GENE-120612-1	cyth3a	Yes	Yes	10	10
HGNC:9504	CYTH3	ZFIN:ZDB-GENE-130530-529	cyth3b	No	Yes	3	10
HGNC:9505	CYTH4	ZFIN:ZDB-GENE-090624-6	cyth4a	Yes	Yes	5	10
HGNC:9505	CYTH4	ZFIN:ZDB-GENE-080219-45	cyth4b	Yes	Yes	5	10
HGNC:9506	CYTIP	ZFIN:ZDB-GENE-140106-76	cytip	Yes	Yes	10	10
HGNC:24435	CYTL1	ZFIN:ZDB-GENE-140106-228	zmp:0000001268	Yes	Yes	6	10
HGNC:16274	CYYR1	ZFIN:ZDB-GENE-040426-2356	cyyr1	Yes	Yes	9	10
HGNC:26059	CZIB	ZFIN:ZDB-GENE-061207-34	czib	Yes	Yes	10	10
HGNC:28358	D2HGDH	ZFIN:ZDB-GENE-070112-482	d2hgdh	Yes	Yes	10	10
HGNC:18142	DAAM1	ZFIN:ZDB-GENE-030911-6	daam1a	Yes_Adjusted	Yes	7	10
HGNC:18142	DAAM1	ZFIN:ZDB-GENE-030131-4212	daam1b	Yes	Yes	10	10
HGNC:18143	DAAM2	ZFIN:ZDB-GENE-070709-1	daam2	Yes	Yes	10	10
HGNC:2661	DAB1	ZFIN:ZDB-GENE-060528-1	dab1a	Yes	Yes	9	10
HGNC:2661	DAB1	ZFIN:ZDB-GENE-060421-7958	dab1b	Yes_Adjusted	Yes	5	10
HGNC:2662	DAB2	ZFIN:ZDB-GENE-040303-1	dab2	No	Yes	6	10
HGNC:2662	DAB2	ZFIN:ZDB-GENE-030429-35	si:ch211-204c21.1	Yes	Yes	7	10
HGNC:17294	DAB2IP	ZFIN:ZDB-GENE-081104-516	dab2ipa	No	Yes	7	10
HGNC:17294	DAB2IP	ZFIN:ZDB-GENE-030131-2449	dab2ipb	Yes	Yes	9	10
HGNC:2663	DACH1	ZFIN:ZDB-GENE-020402-5	dachc	No	Yes	3	10
HGNC:2663	DACH1	ZFIN:ZDB-GENE-070427-2	dachd	Yes	Yes	9	10
HGNC:16814	DACH2	ZFIN:ZDB-GENE-020402-3	dacha	Yes	Yes	7	10
HGNC:17748	DACT1	ZFIN:ZDB-GENE-040623-3	dact1	Yes	Yes	9	10
HGNC:21231	DACT2	ZFIN:ZDB-GENE-030131-9975	dact2	Yes	Yes	8	10
HGNC:30745	DACT3	ZFIN:ZDB-GENE-091204-226	dact3a	Yes	Yes	8	10
HGNC:2664	DAD1	ZFIN:ZDB-GENE-060503-233	dad1	Yes	Yes	10	10
HGNC:2666	DAG1	ZFIN:ZDB-GENE-021223-1	dag1	Yes	Yes	10	10
HGNC:1165	DAGLA	ZFIN:ZDB-GENE-070619-1	dagla	Yes	Yes	10	10
HGNC:28923	DAGLB	ZFIN:ZDB-GENE-070619-2	daglb	Yes	Yes	10	10
HGNC:25536	DALRD3	ZFIN:ZDB-GENE-061103-415	dalrd3	Yes	Yes	10	10
HGNC:26780	DAND5	ZFIN:ZDB-GENE-040421-2	dand5	Yes	No	4	10
HGNC:2671	DAO	ZFIN:ZDB-GENE-050913-127	dao.1	Yes	Yes	10	10
HGNC:2671	DAO	ZFIN:ZDB-GENE-040426-2634	dao.2	Yes	Yes	10	10
HGNC:2671	DAO	ZFIN:ZDB-GENE-040426-1894	dao.3	Yes	Yes	10	10
HGNC:2672	DAP	ZFIN:ZDB-GENE-000511-3	dap	Yes	Yes	10	10
HGNC:2673	DAP3	ZFIN:ZDB-GENE-051129-2	dap3	Yes	Yes	10	10
HGNC:2674	DAPK1	ZFIN:ZDB-GENE-060526-177	dapk1	Yes	Yes	10	10
HGNC:2675	DAPK2	ZFIN:ZDB-GENE-080402-8	dapk2a	Yes_Adjusted	Yes	3	10
HGNC:2675	DAPK2	ZFIN:ZDB-GENE-060810-178	dapk2b	Yes	Yes	9	10
HGNC:2676	DAPK3	ZFIN:ZDB-GENE-030131-3026	dapk3	Yes	Yes	10	10
